Airline,Carrier Code,Flight Number,Tail Number,Flight ID,Event,Airport,Time,Original Time,Longitude,Latitude
SkyWest,OO,6017,N271YV,OO6017LASFAT,Arrive,FAT,15:30,1531,-119.7180556,36.77611111
SkyWest,OO,6017,N271YV,OO6017LASFAT,Depart,LAS,14:05,1405,-115.1522222,36.08027778
SkyWest,OO,6017,N271YV,OO6017PSPLAS,Arrive,LAS,13:40,1343,-115.1522222,36.08027778
SkyWest,OO,6017,N271YV,OO6017PSPLAS,Depart,PSP,12:45,1245,-116.5066667,33.82944444
SkyWest,OO,6018,N565SW,OO6018FATLAS,Arrive,LAS,14:25,1425,-115.1522222,36.08027778
SkyWest,OO,6018,N565SW,OO6018FATLAS,Depart,FAT,13:15,1315,-119.7180556,36.77611111
SkyWest,OO,6018,N565SW,OO6018LASPSP,Arrive,PSP,15:55,1559,-116.5066667,33.82944444
SkyWest,OO,6018,N565SW,OO6018LASPSP,Depart,LAS,14:50,1450,-115.1522222,36.08027778
SkyWest,OO,6019,N565SW,OO6019LASPSP,Arrive,PSP,18:25,1826,-116.5066667,33.82944444
SkyWest,OO,6019,N565SW,OO6019LASPSP,Depart,LAS,17:30,1734,-115.1522222,36.08027778
SkyWest,OO,6019,N565SW,OO6019PSPLAS,Arrive,LAS,17:10,1712,-115.1522222,36.08027778
SkyWest,OO,6019,N565SW,OO6019PSPLAS,Depart,PSP,16:20,1622,-116.5066667,33.82944444
SkyWest,OO,6020,N299SW,OO6020FATLAS,Arrive,LAS,19:10,1910,-115.1522222,36.08027778
SkyWest,OO,6020,N299SW,OO6020FATLAS,Depart,FAT,17:50,1752,-119.7180556,36.77611111
SkyWest,OO,6020,N299SW,OO6020LASFAT,Arrive,FAT,21:05,2109,-119.7180556,36.77611111
SkyWest,OO,6020,N299SW,OO6020LASFAT,Depart,LAS,19:40,1940,-115.1522222,36.08027778
SkyWest,OO,6021,N291SW,OO6021SBASJC,Arrive,SJC,6:55,657,-121.9288889,37.36166667
SkyWest,OO,6021,N291SW,OO6021SBASJC,Depart,SBA,5:45,547,,
SkyWest,OO,6021,N291SW,OO6021SJCSBA,Arrive,SBA,8:15,818,,
SkyWest,OO,6021,N291SW,OO6021SJCSBA,Depart,SJC,7:25,726,-121.9288889,37.36166667
SkyWest,OO,6022,N291SW,OO6022SBASJC,Arrive,SJC,9:55,955,-121.9288889,37.36166667
SkyWest,OO,6022,N291SW,OO6022SBASJC,Depart,SBA,8:50,852,,
SkyWest,OO,6022,N291SW,OO6022SJCSBA,Arrive,SBA,11:05,1109,,
SkyWest,OO,6022,N291SW,OO6022SJCSBA,Depart,SJC,10:10,1014,-121.9288889,37.36166667
SkyWest,OO,6023,N291SW,OO6023SBASJC,Arrive,SJC,15:45,1549,-121.9288889,37.36166667
SkyWest,OO,6023,N291SW,OO6023SBASJC,Depart,SBA,14:40,1444,,
SkyWest,OO,6023,N291SW,OO6023SJCSBA,Arrive,SBA,17:20,1721,,
SkyWest,OO,6023,N291SW,OO6023SJCSBA,Depart,SJC,16:20,1623,-121.9288889,37.36166667
SkyWest,OO,6024,N578SW,OO6024SBASJC,Arrive,SJC,20:15,2017,-121.9288889,37.36166667
SkyWest,OO,6024,N578SW,OO6024SBASJC,Depart,SBA,19:10,1911,,
SkyWest,OO,6024,N578SW,OO6024SJCSBA,Arrive,SBA,21:40,2143,,
SkyWest,OO,6024,N578SW,OO6024SJCSBA,Depart,SJC,20:40,2043,-121.9288889,37.36166667
SkyWest,OO,6025,N292SW,OO6025FATVIS,Arrive,VIS,12:50,1251,,
SkyWest,OO,6025,N292SW,OO6025FATVIS,Depart,FAT,12:30,1230,-119.7180556,36.77611111
SkyWest,OO,6026,N308SW,OO6026ACVSMF,Arrive,SMF,7:20,721,-121.5905556,38.69527778
SkyWest,OO,6026,N308SW,OO6026ACVSMF,Depart,ACV,6:30,633,,
SkyWest,OO,6026,N308SW,OO6026CECACV,Arrive,ACV,6:05,608,,
SkyWest,OO,6026,N308SW,OO6026CECACV,Depart,CEC,5:45,548,,
SkyWest,OO,6027,N308SW,OO6027ACVCEC,Arrive,CEC,9:40,942,,
SkyWest,OO,6027,N308SW,OO6027ACVCEC,Depart,ACV,9:20,920,,
SkyWest,OO,6027,N308SW,OO6027SMFACV,Arrive,ACV,8:50,852,,
SkyWest,OO,6027,N308SW,OO6027SMFACV,Depart,SMF,7:50,752,-121.5905556,38.69527778
SkyWest,OO,6028,N308SW,OO6028ACVSMF,Arrive,SMF,19:30,1933,-121.5905556,38.69527778
SkyWest,OO,6028,N308SW,OO6028ACVSMF,Depart,ACV,18:40,1840,,
SkyWest,OO,6028,N308SW,OO6028CECACV,Arrive,ACV,18:15,1818,,
SkyWest,OO,6028,N308SW,OO6028CECACV,Depart,CEC,17:50,1752,,
SkyWest,OO,6030,N308SW,OO6030ACVCEC,Arrive,CEC,21:25,2126,,
SkyWest,OO,6030,N308SW,OO6030ACVCEC,Depart,ACV,21:05,2108,,
SkyWest,OO,6030,N308SW,OO6030SMFACV,Arrive,ACV,20:45,2046,,
SkyWest,OO,6030,N308SW,OO6030SMFACV,Depart,SMF,19:55,1956,-121.5905556,38.69527778
SkyWest,OO,6033,N583SW,OO6033SGULAX,Arrive,LAX,7:50,754,-118.4080556,33.9425
SkyWest,OO,6033,N583SW,OO6033SGULAX,Depart,SGU,7:10,710,,
SkyWest,OO,6034,N233SW,OO6034LAXSGU,Arrive,SGU,16:05,1607,,
SkyWest,OO,6034,N233SW,OO6034LAXSGU,Depart,LAX,13:30,1331,-118.4080556,33.9425
SkyWest,OO,6034,N233SW,OO6034SGULAX,Arrive,LAX,17:15,1718,-118.4080556,33.9425
SkyWest,OO,6034,N233SW,OO6034SGULAX,Depart,SGU,16:30,1634,,
SkyWest,OO,6035,N580SW,OO6035LAXSGU,Arrive,SGU,23:00,2300,,
SkyWest,OO,6035,N580SW,OO6035LAXSGU,Depart,LAX,20:35,2039,-118.4080556,33.9425
SkyWest,OO,6036,N294SW,OO6036BFLLAX,Arrive,LAX,7:30,733,-118.4080556,33.9425
SkyWest,OO,6036,N294SW,OO6036BFLLAX,Depart,BFL,6:55,656,-119.0566667,35.43333333
SkyWest,OO,6037,N250YV,OO6037BFLLAX,Arrive,LAX,20:25,2026,-118.4080556,33.9425
SkyWest,OO,6037,N250YV,OO6037BFLLAX,Depart,BFL,19:45,1947,-119.0566667,35.43333333
SkyWest,OO,6039,N232SW,OO6039BFLLAX,Arrive,LAX,12:50,1253,-118.4080556,33.9425
SkyWest,OO,6039,N232SW,OO6039BFLLAX,Depart,BFL,12:05,1209,-119.0566667,35.43333333
SkyWest,OO,6039,N232SW,OO6039LAXBFL,Arrive,BFL,11:50,1150,-119.0566667,35.43333333
SkyWest,OO,6039,N232SW,OO6039LAXBFL,Depart,LAX,11:00,1102,-118.4080556,33.9425
SkyWest,OO,6040,N578SW,OO6040BFLLAX,Arrive,LAX,14:45,1448,-118.4080556,33.9425
SkyWest,OO,6040,N578SW,OO6040BFLLAX,Depart,BFL,14:05,1409,-119.0566667,35.43333333
SkyWest,OO,6041,N232SW,OO6041BFLLAX,Arrive,LAX,15:30,1532,-118.4080556,33.9425
SkyWest,OO,6041,N232SW,OO6041BFLLAX,Depart,BFL,14:55,1455,-119.0566667,35.43333333
SkyWest,OO,6041,N232SW,OO6041LAXBFL,Arrive,BFL,14:25,1425,-119.0566667,35.43333333
SkyWest,OO,6041,N232SW,OO6041LAXBFL,Depart,LAX,13:35,1339,-118.4080556,33.9425
SkyWest,OO,6042,N270YV,OO6042LAXBFL,Arrive,BFL,17:00,1701,-119.0566667,35.43333333
SkyWest,OO,6042,N270YV,OO6042LAXBFL,Depart,LAX,16:15,1616,-118.4080556,33.9425
SkyWest,OO,6044,N227SW,OO6044LAXBFL,Arrive,BFL,23:20,2324,-119.0566667,35.43333333
SkyWest,OO,6044,N227SW,OO6044LAXBFL,Depart,LAX,22:40,2240,-118.4080556,33.9425
SkyWest,OO,6045,N233SW,OO6045CLDLAX,Arrive,LAX,7:05,706,-118.4080556,33.9425
SkyWest,OO,6045,N233SW,OO6045CLDLAX,Depart,CLD,6:30,630,,
SkyWest,OO,6046,N232SW,OO6046CLDLAX,Arrive,LAX,9:50,953,-118.4080556,33.9425
SkyWest,OO,6046,N232SW,OO6046CLDLAX,Depart,CLD,9:15,915,,
SkyWest,OO,6046,N232SW,OO6046LAXCLD,Arrive,CLD,9:00,902,,
SkyWest,OO,6046,N232SW,OO6046LAXCLD,Depart,LAX,8:25,827,-118.4080556,33.9425
SkyWest,OO,6047,N583SW,OO6047CLDLAX,Arrive,LAX,12:15,1215,-118.4080556,33.9425
SkyWest,OO,6047,N583SW,OO6047CLDLAX,Depart,CLD,11:35,1136,,
SkyWest,OO,6047,N583SW,OO6047LAXCLD,Arrive,CLD,11:15,1118,,
SkyWest,OO,6047,N583SW,OO6047LAXCLD,Depart,LAX,10:40,1042,-118.4080556,33.9425
SkyWest,OO,6048,N251YV,OO6048CLDLAX,Arrive,LAX,19:25,1926,-118.4080556,33.9425
SkyWest,OO,6048,N251YV,OO6048CLDLAX,Depart,CLD,18:50,1853,,
SkyWest,OO,6048,N251YV,OO6048LAXCLD,Arrive,CLD,18:30,1834,,
SkyWest,OO,6048,N251YV,OO6048LAXCLD,Depart,LAX,17:55,1759,-118.4080556,33.9425
SkyWest,OO,6049,N583SW,OO6049CLDLAX,Arrive,LAX,14:55,1458,-118.4080556,33.9425
SkyWest,OO,6049,N583SW,OO6049CLDLAX,Depart,CLD,14:20,1423,,
SkyWest,OO,6049,N583SW,OO6049LAXCLD,Arrive,CLD,13:20,1324,,
SkyWest,OO,6049,N583SW,OO6049LAXCLD,Depart,LAX,12:55,1256,-118.4080556,33.9425
SkyWest,OO,6050,N237SW,OO6050CLDLAX,Arrive,LAX,17:10,1712,-118.4080556,33.9425
SkyWest,OO,6050,N237SW,OO6050CLDLAX,Depart,CLD,16:35,1638,,
SkyWest,OO,6050,N237SW,OO6050LAXCLD,Arrive,CLD,16:20,1620,,
SkyWest,OO,6050,N237SW,OO6050LAXCLD,Depart,LAX,15:45,1546,-118.4080556,33.9425
SkyWest,OO,6051,N301YV,OO6051LAXCLD,Arrive,CLD,23:00,2302,,
SkyWest,OO,6051,N301YV,OO6051LAXCLD,Depart,LAX,22:25,2225,-118.4080556,33.9425
SkyWest,OO,6052,N292SW,OO6052FATLAX,Arrive,LAX,7:00,704,-118.4080556,33.9425
SkyWest,OO,6052,N292SW,OO6052FATLAX,Depart,FAT,6:10,610,-119.7180556,36.77611111
SkyWest,OO,6053,N237SW,OO6053FATLAX,Arrive,LAX,9:05,906,-118.4080556,33.9425
SkyWest,OO,6053,N237SW,OO6053FATLAX,Depart,FAT,8:10,812,-119.7180556,36.77611111
SkyWest,OO,6054,N270YV,OO6054FATLAX,Arrive,LAX,11:05,1108,-118.4080556,33.9425
SkyWest,OO,6054,N270YV,OO6054FATLAX,Depart,FAT,10:05,1008,-119.7180556,36.77611111
SkyWest,OO,6054,N270YV,OO6054LAXFAT,Arrive,FAT,9:45,946,-119.7180556,36.77611111
SkyWest,OO,6054,N270YV,OO6054LAXFAT,Depart,LAX,8:35,838,-118.4080556,33.9425
SkyWest,OO,6055,N565SW,OO6055LAXFAT,Arrive,FAT,12:45,1247,-119.7180556,36.77611111
SkyWest,OO,6055,N565SW,OO6055LAXFAT,Depart,LAX,11:45,1145,-118.4080556,33.9425
SkyWest,OO,6056,N292SW,OO6056FATLAX,Arrive,LAX,14:40,1441,-118.4080556,33.9425
SkyWest,OO,6056,N292SW,OO6056FATLAX,Depart,FAT,13:45,1347,-119.7180556,36.77611111
SkyWest,OO,6056,N292SW,OO6056VISFAT,Arrive,FAT,13:25,1325,-119.7180556,36.77611111
SkyWest,OO,6056,N292SW,OO6056VISFAT,Depart,VIS,13:05,1306,,
SkyWest,OO,6057,N251YV,OO6057FATVIS,Arrive,VIS,15:00,1503,,
SkyWest,OO,6057,N251YV,OO6057FATVIS,Depart,FAT,14:35,1437,-119.7180556,36.77611111
SkyWest,OO,6057,N251YV,OO6057LAXFAT,Arrive,FAT,14:10,1410,-119.7180556,36.77611111
SkyWest,OO,6057,N251YV,OO6057LAXFAT,Depart,LAX,13:05,1307,-118.4080556,33.9425
SkyWest,OO,6058,N251YV,OO6058FATLAX,Arrive,LAX,16:55,1658,-118.4080556,33.9425
SkyWest,OO,6058,N251YV,OO6058FATLAX,Depart,FAT,15:55,1558,-119.7180556,36.77611111
SkyWest,OO,6058,N251YV,OO6058VISFAT,Arrive,FAT,15:40,1541,-119.7180556,36.77611111
SkyWest,OO,6058,N251YV,OO6058VISFAT,Depart,VIS,15:20,1522,,
SkyWest,OO,6059,N289YV,OO6059LAXFAT,Arrive,FAT,17:10,1714,-119.7180556,36.77611111
SkyWest,OO,6059,N289YV,OO6059LAXFAT,Depart,LAX,16:05,1606,-118.4080556,33.9425
SkyWest,OO,6060,N292SW,OO6060LAXFAT,Arrive,FAT,16:10,1611,-119.7180556,36.77611111
SkyWest,OO,6060,N292SW,OO6060LAXFAT,Depart,LAX,15:05,1509,-118.4080556,33.9425
SkyWest,OO,6061,N292SW,OO6061FATLAX,Arrive,LAX,18:10,1814,-118.4080556,33.9425
SkyWest,OO,6061,N292SW,OO6061FATLAX,Depart,FAT,17:15,1717,-119.7180556,36.77611111
SkyWest,OO,6062,N294SW,OO6062LAXFAT,Arrive,FAT,18:15,1819,-119.7180556,36.77611111
SkyWest,OO,6062,N294SW,OO6062LAXFAT,Depart,LAX,17:20,1722,-118.4080556,33.9425
SkyWest,OO,6063,N294SW,OO6063FATLAX,Arrive,LAX,20:35,2038,-118.4080556,33.9425
SkyWest,OO,6063,N294SW,OO6063FATLAX,Depart,FAT,19:40,1942,-119.7180556,36.77611111
SkyWest,OO,6064,N250YV,OO6064LAXFAT,Arrive,FAT,22:00,2204,-119.7180556,36.77611111
SkyWest,OO,6064,N250YV,OO6064LAXFAT,Depart,LAX,21:05,2105,-118.4080556,33.9425
SkyWest,OO,6065,N565SW,OO6065PSPLAX,Arrive,LAX,8:50,851,-118.4080556,33.9425
SkyWest,OO,6065,N565SW,OO6065PSPLAX,Depart,PSP,8:10,810,-116.5066667,33.82944444
SkyWest,OO,6066,N284YV,OO6066SANLAX,Arrive,LAX,12:10,1210,-118.4080556,33.9425
SkyWest,OO,6066,N284YV,OO6066SANLAX,Depart,SAN,11:25,1129,-117.1894444,32.73333333
SkyWest,OO,6067,N293SW,OO6067LAXPSP,Arrive,PSP,11:35,1136,-116.5066667,33.82944444
SkyWest,OO,6067,N293SW,OO6067LAXPSP,Depart,LAX,10:55,1059,-118.4080556,33.9425
SkyWest,OO,6068,N232SW,OO6068IPLSAN,Arrive,SAN,6:55,656,-117.1894444,32.73333333
SkyWest,OO,6068,N232SW,OO6068IPLSAN,Depart,IPL,6:20,620,-115.5786111,32.83416667
SkyWest,OO,6068,N232SW,OO6068SANLAX,Arrive,LAX,8:00,801,-118.4080556,33.9425
SkyWest,OO,6068,N232SW,OO6068SANLAX,Depart,SAN,7:15,719,-117.1894444,32.73333333
SkyWest,OO,6069,N560SW,OO6069SANLAX,Arrive,LAX,9:25,926,-118.4080556,33.9425
SkyWest,OO,6069,N560SW,OO6069SANLAX,Depart,SAN,8:40,843,-117.1894444,32.73333333
SkyWest,OO,6070,N229SW,OO6070LAXSAN,Arrive,SAN,12:55,1255,-117.1894444,32.73333333
SkyWest,OO,6070,N229SW,OO6070LAXSAN,Depart,LAX,12:10,1211,-118.4080556,33.9425
SkyWest,OO,6070,N229SW,OO6070SANLAX,Arrive,LAX,14:00,1400,-118.4080556,33.9425
SkyWest,OO,6070,N229SW,OO6070SANLAX,Depart,SAN,13:15,1316,-117.1894444,32.73333333
SkyWest,OO,6071,N229SW,OO6071LAXSAN,Arrive,SAN,15:10,1511,-117.1894444,32.73333333
SkyWest,OO,6071,N229SW,OO6071LAXSAN,Depart,LAX,14:30,1431,-118.4080556,33.9425
SkyWest,OO,6071,N229SW,OO6071SANLAX,Arrive,LAX,16:20,1622,-118.4080556,33.9425
SkyWest,OO,6071,N229SW,OO6071SANLAX,Depart,SAN,15:35,1535,-117.1894444,32.73333333
SkyWest,OO,6072,N229SW,OO6072SANLAX,Arrive,LAX,7:00,703,-118.4080556,33.9425
SkyWest,OO,6072,N229SW,OO6072SANLAX,Depart,SAN,6:05,605,-117.1894444,32.73333333
SkyWest,OO,6073,N229SW,OO6073LAXSAN,Arrive,SAN,17:35,1739,-117.1894444,32.73333333
SkyWest,OO,6073,N229SW,OO6073LAXSAN,Depart,LAX,16:55,1659,-118.4080556,33.9425
SkyWest,OO,6073,N229SW,OO6073SANLAX,Arrive,LAX,18:45,1845,-118.4080556,33.9425
SkyWest,OO,6073,N229SW,OO6073SANLAX,Depart,SAN,18:00,1801,-117.1894444,32.73333333
SkyWest,OO,6074,N301YV,OO6074LAXSAN,Arrive,SAN,18:25,1826,-117.1894444,32.73333333
SkyWest,OO,6074,N301YV,OO6074LAXSAN,Depart,LAX,17:45,1746,-118.4080556,33.9425
SkyWest,OO,6074,N301YV,OO6074SANLAX,Arrive,LAX,19:30,1934,-118.4080556,33.9425
SkyWest,OO,6074,N301YV,OO6074SANLAX,Depart,SAN,18:50,1854,-117.1894444,32.73333333
SkyWest,OO,6075,N583SW,OO6075LAXSAN,Arrive,SAN,20:10,2013,-117.1894444,32.73333333
SkyWest,OO,6075,N583SW,OO6075LAXSAN,Depart,LAX,19:25,1928,-118.4080556,33.9425
SkyWest,OO,6075,N583SW,OO6075SANIPL,Arrive,IPL,21:10,2113,-115.5786111,32.83416667
SkyWest,OO,6075,N583SW,OO6075SANIPL,Depart,SAN,20:35,2035,-117.1894444,32.73333333
SkyWest,OO,6076,N292SW,OO6076LAXYUM,Arrive,YUM,0:30,32,-114.6058333,32.65638889
SkyWest,OO,6076,N292SW,OO6076LAXYUM,Depart,LAX,22:30,2232,-118.4080556,33.9425
SkyWest,OO,6077,N288SW,OO6077YUMLAX,Arrive,LAX,6:10,610,-118.4080556,33.9425
SkyWest,OO,6077,N288SW,OO6077YUMLAX,Depart,YUM,5:50,553,-114.6058333,32.65638889
SkyWest,OO,6078,N237SW,OO6078IPLLAX,Arrive,LAX,14:45,1448,-118.4080556,33.9425
SkyWest,OO,6078,N237SW,OO6078IPLLAX,Depart,IPL,13:55,1357,-115.5786111,32.83416667
SkyWest,OO,6078,N237SW,OO6078LAXIPL,Arrive,IPL,13:35,1337,-115.5786111,32.83416667
SkyWest,OO,6078,N237SW,OO6078LAXIPL,Depart,LAX,12:50,1250,-118.4080556,33.9425
SkyWest,OO,6079,N578SW,OO6079LAXBFL,Arrive,BFL,7:50,751,-119.0566667,35.43333333
SkyWest,OO,6079,N578SW,OO6079LAXBFL,Depart,LAX,7:10,710,-118.4080556,33.9425
SkyWest,OO,6080,N232SW,OO6080LAXSAN,Arrive,SAN,20:55,2059,-117.1894444,32.73333333
SkyWest,OO,6080,N232SW,OO6080LAXSAN,Depart,LAX,20:15,2017,-118.4080556,33.9425
SkyWest,OO,6080,N232SW,OO6080SANLAX,Arrive,LAX,21:55,2157,-118.4080556,33.9425
SkyWest,OO,6080,N232SW,OO6080SANLAX,Depart,SAN,21:15,2119,-117.1894444,32.73333333
SkyWest,OO,6081,N294SW,OO6081BFLLAX,Arrive,LAX,10:20,1022,-118.4080556,33.9425
SkyWest,OO,6081,N294SW,OO6081BFLLAX,Depart,BFL,9:35,938,-119.0566667,35.43333333
SkyWest,OO,6081,N294SW,OO6081LAXBFL,Arrive,BFL,9:20,922,-119.0566667,35.43333333
SkyWest,OO,6081,N294SW,OO6081LAXBFL,Depart,LAX,8:40,840,-118.4080556,33.9425
SkyWest,OO,6082,N289YV,OO6082LAXSAN,Arrive,SAN,14:25,1425,-117.1894444,32.73333333
SkyWest,OO,6082,N289YV,OO6082LAXSAN,Depart,LAX,13:35,1338,-118.4080556,33.9425
SkyWest,OO,6082,N289YV,OO6082SANLAX,Arrive,LAX,15:35,1536,-118.4080556,33.9425
SkyWest,OO,6082,N289YV,OO6082SANLAX,Depart,SAN,14:50,1454,-117.1894444,32.73333333
SkyWest,OO,6083,N251YV,OO6083IYKLAX,Arrive,LAX,5:50,553,-118.4080556,33.9425
SkyWest,OO,6083,N251YV,OO6083IYKLAX,Depart,IYK,5:05,508,,
SkyWest,OO,6084,N580SW,OO6084IYKLAX,Arrive,LAX,13:00,1303,-118.4080556,33.9425
SkyWest,OO,6084,N580SW,OO6084IYKLAX,Depart,IYK,12:05,1209,,
SkyWest,OO,6084,N580SW,OO6084LAXIYK,Arrive,IYK,11:55,1157,,
SkyWest,OO,6084,N580SW,OO6084LAXIYK,Depart,LAX,11:05,1109,-118.4080556,33.9425
SkyWest,OO,6085,N292SW,OO6085IYKLAX,Arrive,LAX,21:00,2100,-118.4080556,33.9425
SkyWest,OO,6085,N292SW,OO6085IYKLAX,Depart,IYK,20:05,2008,,
SkyWest,OO,6085,N292SW,OO6085LAXIYK,Arrive,IYK,19:35,1938,,
SkyWest,OO,6085,N292SW,OO6085LAXIYK,Depart,LAX,18:55,1858,-118.4080556,33.9425
SkyWest,OO,6086,N251YV,OO6086LAXIYK,Arrive,IYK,23:05,2307,,
SkyWest,OO,6086,N251YV,OO6086LAXIYK,Depart,LAX,22:25,2225,-118.4080556,33.9425
SkyWest,OO,6087,N284YV,OO6087SBPLAX,Arrive,LAX,14:50,1454,-118.4080556,33.9425
SkyWest,OO,6087,N284YV,OO6087SBPLAX,Depart,SBP,14:00,1403,,
SkyWest,OO,6088,N289YV,OO6088MRYLAX,Arrive,LAX,9:45,948,-118.4080556,33.9425
SkyWest,OO,6088,N289YV,OO6088MRYLAX,Depart,MRY,8:45,847,,
SkyWest,OO,6089,N301YV,OO6089MRYLAX,Arrive,LAX,11:20,1123,-118.4080556,33.9425
SkyWest,OO,6089,N301YV,OO6089MRYLAX,Depart,MRY,10:10,1012,,
SkyWest,OO,6090,N288SW,OO6090LAXMRY,Arrive,MRY,10:40,1041,,
SkyWest,OO,6090,N288SW,OO6090LAXMRY,Depart,LAX,9:15,916,-118.4080556,33.9425
SkyWest,OO,6091,N301YV,OO6091LAXMRY,Arrive,MRY,13:10,1311,,
SkyWest,OO,6091,N301YV,OO6091LAXMRY,Depart,LAX,11:55,1159,-118.4080556,33.9425
SkyWest,OO,6091,N301YV,OO6091MRYLAX,Arrive,LAX,14:40,1441,-118.4080556,33.9425
SkyWest,OO,6091,N301YV,OO6091MRYLAX,Depart,MRY,13:30,1334,,
SkyWest,OO,6092,N233SW,OO6092LAXSAN,Arrive,SAN,11:35,1135,-117.1894444,32.73333333
SkyWest,OO,6092,N233SW,OO6092LAXSAN,Depart,LAX,10:55,1058,-118.4080556,33.9425
SkyWest,OO,6092,N233SW,OO6092SANLAX,Arrive,LAX,12:50,1252,-118.4080556,33.9425
SkyWest,OO,6092,N233SW,OO6092SANLAX,Depart,SAN,12:10,1210,-117.1894444,32.73333333
SkyWest,OO,6093,N293SW,OO6093LAXMRY,Arrive,MRY,15:00,1503,,
SkyWest,OO,6093,N293SW,OO6093LAXMRY,Depart,LAX,13:40,1344,-118.4080556,33.9425
SkyWest,OO,6093,N293SW,OO6093MRYLAX,Arrive,LAX,16:55,1655,-118.4080556,33.9425
SkyWest,OO,6093,N293SW,OO6093MRYLAX,Depart,MRY,15:45,1548,,
SkyWest,OO,6094,N583SW,OO6094LAXMRY,Arrive,MRY,17:15,1718,,
SkyWest,OO,6094,N583SW,OO6094LAXMRY,Depart,LAX,16:00,1600,-118.4080556,33.9425
SkyWest,OO,6094,N583SW,OO6094MRYLAX,Arrive,LAX,18:45,1849,-118.4080556,33.9425
SkyWest,OO,6094,N583SW,OO6094MRYLAX,Depart,MRY,17:35,1739,,
SkyWest,OO,6095,N560SW,OO6095LAXMRY,Arrive,MRY,19:40,1940,,
SkyWest,OO,6095,N560SW,OO6095LAXMRY,Depart,LAX,18:15,1815,-118.4080556,33.9425
SkyWest,OO,6095,N560SW,OO6095MRYLAX,Arrive,LAX,21:00,2103,-118.4080556,33.9425
SkyWest,OO,6095,N560SW,OO6095MRYLAX,Depart,MRY,19:50,1953,,
SkyWest,OO,6097,N237SW,OO6097LAXMRY,Arrive,MRY,23:50,2354,,
SkyWest,OO,6097,N237SW,OO6097LAXMRY,Depart,LAX,22:30,2233,-118.4080556,33.9425
SkyWest,OO,6098,N288SW,OO6098LAXONT,Arrive,ONT,7:00,702,-117.6011111,34.05583333
SkyWest,OO,6098,N288SW,OO6098LAXONT,Depart,LAX,6:30,633,-118.4080556,33.9425
SkyWest,OO,6099,N583SW,OO6099LAXONT,Arrive,ONT,9:05,905,-117.6011111,34.05583333
SkyWest,OO,6099,N583SW,OO6099LAXONT,Depart,LAX,8:35,839,-118.4080556,33.9425
SkyWest,OO,6099,N583SW,OO6099ONTLAX,Arrive,LAX,9:45,949,-118.4080556,33.9425
SkyWest,OO,6099,N583SW,OO6099ONTLAX,Depart,ONT,9:20,924,-117.6011111,34.05583333
SkyWest,OO,6100,N251YV,OO6100LAXONT,Arrive,ONT,11:25,1125,-117.6011111,34.05583333
SkyWest,OO,6100,N251YV,OO6100LAXONT,Depart,LAX,11:00,1100,-118.4080556,33.9425
SkyWest,OO,6100,N251YV,OO6100ONTLAX,Arrive,LAX,12:25,1226,-118.4080556,33.9425
SkyWest,OO,6100,N251YV,OO6100ONTLAX,Depart,ONT,11:50,1154,-117.6011111,34.05583333
SkyWest,OO,6101,N560SW,OO6101LAXONT,Arrive,ONT,13:50,1350,-117.6011111,34.05583333
SkyWest,OO,6101,N560SW,OO6101LAXONT,Depart,LAX,13:15,1318,-118.4080556,33.9425
SkyWest,OO,6101,N560SW,OO6101ONTLAX,Arrive,LAX,15:00,1502,-118.4080556,33.9425
SkyWest,OO,6101,N560SW,OO6101ONTLAX,Depart,ONT,14:35,1437,-117.6011111,34.05583333
SkyWest,OO,6102,N301YV,OO6102LAXONT,Arrive,ONT,16:15,1619,-117.6011111,34.05583333
SkyWest,OO,6102,N301YV,OO6102LAXONT,Depart,LAX,15:50,1550,-118.4080556,33.9425
SkyWest,OO,6102,N301YV,OO6102ONTLAX,Arrive,LAX,16:55,1656,-118.4080556,33.9425
SkyWest,OO,6102,N301YV,OO6102ONTLAX,Depart,ONT,16:35,1637,-117.6011111,34.05583333
SkyWest,OO,6103,N232SW,OO6103LAXONT,Arrive,ONT,18:45,1848,-117.6011111,34.05583333
SkyWest,OO,6103,N232SW,OO6103LAXONT,Depart,LAX,18:15,1815,-118.4080556,33.9425
SkyWest,OO,6103,N232SW,OO6103ONTLAX,Arrive,LAX,19:30,1933,-118.4080556,33.9425
SkyWest,OO,6103,N232SW,OO6103ONTLAX,Depart,ONT,19:05,1908,-117.6011111,34.05583333
SkyWest,OO,6104,N251YV,OO6104LAXONT,Arrive,ONT,20:35,2038,-117.6011111,34.05583333
SkyWest,OO,6104,N251YV,OO6104LAXONT,Depart,LAX,20:05,2007,-118.4080556,33.9425
SkyWest,OO,6104,N251YV,OO6104ONTLAX,Arrive,LAX,21:25,2125,-118.4080556,33.9425
SkyWest,OO,6104,N251YV,OO6104ONTLAX,Depart,ONT,20:55,2057,-117.6011111,34.05583333
SkyWest,OO,6105,N560SW,OO6105OXRLAX,Arrive,LAX,6:30,633,-118.4080556,33.9425
SkyWest,OO,6105,N560SW,OO6105OXRLAX,Depart,OXR,6:05,605,,
SkyWest,OO,6106,N251YV,OO6106LAXOXR,Arrive,OXR,9:10,911,,
SkyWest,OO,6106,N251YV,OO6106LAXOXR,Depart,LAX,8:40,840,-118.4080556,33.9425
SkyWest,OO,6106,N251YV,OO6106OXRLAX,Arrive,LAX,9:55,958,-118.4080556,33.9425
